"","edad","genero","estado","feliz"
"2822",57,"MASCULINO","COAHUILA","FELIZ"
"2823",51,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2824",49,"FEMENINO","SONORA","FELIZ"
"2825",28,"FEMENINO","DURANGO","FELIZ"
"2826",45,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2827",25,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2828",40,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2829",49,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2830",65,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2831",48,"FEMENINO","NUEVO LEÓN","FELIZ"
"2832",22,"MASCULINO","DURANGO","FELIZ"
"2833",36,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2834",44,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2835",48,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2836",33,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2837",36,"FEMENINO","NUEVO LEÓN","FELIZ"
"2838",54,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2839",38,"MASCULINO","COAHUILA","NO FELIZ"
"2840",53,"FEMENINO","CHIHUAHUA","FELIZ"
"2841",46,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2842",57,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2843",35,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2844",19,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"2845",48,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"2846",32,"MASCULINO","CHIHUAHUA","FELIZ"
"2847",59,"FEMENINO","SONORA","FELIZ"
"2848",28,"FEMENINO","COAHUILA","NO FELIZ"
"2849",46,"MASCULINO","COAHUILA","FELIZ"
"2850",38,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2851",28,"FEMENINO","DURANGO","NO FELIZ"
"2852",24,"FEMENINO","CHIHUAHUA","FELIZ"
"2853",23,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2854",47,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2855",23,"FEMENINO","SONORA","FELIZ"
"2856",48,"MASCULINO","COAHUILA","FELIZ"
"2857",36,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2858",28,"FEMENINO","SONORA","NO FELIZ"
"2859",42,"FEMENINO","DURANGO","NO FELIZ"
"2860",43,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2861",20,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2862",49,"FEMENINO","CHIHUAHUA","FELIZ"
"2863",59,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"2864",54,"MASCULINO","DURANGO","NO FELIZ"
"2865",50,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2866",56,"MASCULINO","DURANGO","NO FELIZ"
"2867",24,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2868",47,"FEMENINO","DURANGO","FELIZ"
"2869",20,"MASCULINO","COAHUILA","NO FELIZ"
"2870",51,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2871",42,"FEMENINO","DURANGO","NO FELIZ"
"2872",61,"MASCULINO","TAMAULIPAS","NO FELIZ"
"2873",33,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2874",47,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2875",31,"MASCULINO","TAMAULIPAS","FELIZ"
"2876",26,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2877",47,"MASCULINO","COAHUILA","FELIZ"
"2878",38,"FEMENINO","DURANGO","FELIZ"
"2879",27,"FEMENINO","TAMAULIPAS","FELIZ"
"2880",56,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2881",64,"MASCULINO","TAMAULIPAS","NO FELIZ"
"2882",56,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"2883",33,"FEMENINO","DURANGO","NO FELIZ"
"2884",28,"FEMENINO","TAMAULIPAS","FELIZ"
"2885",20,"FEMENINO","COAHUILA","NO FELIZ"
"2886",30,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2887",55,"FEMENINO","DURANGO","FELIZ"
"2888",42,"MASCULINO","SONORA","NO FELIZ"
"2889",44,"MASCULINO","TAMAULIPAS","FELIZ"
"2890",56,"FEMENINO","COAHUILA","FELIZ"
"2891",33,"FEMENINO","DURANGO","NO FELIZ"
"2892",52,"FEMENINO","CHIHUAHUA","FELIZ"
"2893",41,"FEMENINO","COAHUILA","FELIZ"
"2894",55,"FEMENINO","SONORA","FELIZ"
"2895",44,"FEMENINO","COAHUILA","FELIZ"
"2896",43,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"2897",53,"FEMENINO","SONORA","NO FELIZ"
"2898",49,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2899",64,"FEMENINO","SONORA","NO FELIZ"
"2900",29,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2901",42,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2902",41,"FEMENINO","DURANGO","NO FELIZ"
"2903",53,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"2904",31,"FEMENINO","COAHUILA","NO FELIZ"
"2905",49,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2906",37,"FEMENINO","NUEVO LEÓN","FELIZ"
"2907",54,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2908",28,"MASCULINO","TAMAULIPAS","FELIZ"
"2909",23,"FEMENINO","DURANGO","FELIZ"
"2910",41,"FEMENINO","COAHUILA","NO FELIZ"
"2911",60,"MASCULINO","SONORA","NO FELIZ"
"2912",49,"MASCULINO","TAMAULIPAS","NO FELIZ"
"2913",33,"FEMENINO","COAHUILA","FELIZ"
"2914",61,"FEMENINO","SONORA","FELIZ"
"2915",31,"MASCULINO","DURANGO","NO FELIZ"
"2916",37,"FEMENINO","CHIHUAHUA","FELIZ"
"2917",38,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2918",55,"MASCULINO","NUEVO LEÓN","FELIZ"
"2919",28,"MASCULINO","COAHUILA","NO FELIZ"
"2920",22,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2921",46,"MASCULINO","DURANGO","FELIZ"
"2922",50,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"2923",29,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2924",39,"FEMENINO","TAMAULIPAS","FELIZ"
"2925",28,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2926",32,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2927",44,"FEMENINO","DURANGO","FELIZ"
"2928",47,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2929",51,"FEMENINO","TAMAULIPAS","FELIZ"
"2930",24,"MASCULINO","NUEVO LEÓN","FELIZ"
"2931",57,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2932",59,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"2933",31,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2934",38,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2935",34,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2936",36,"MASCULINO","SONORA","FELIZ"
"2937",62,"MASCULINO","DURANGO","NO FELIZ"
"2938",40,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2939",58,"MASCULINO","COAHUILA","NO FELIZ"
"2940",41,"MASCULINO","SONORA","FELIZ"
"2941",28,"FEMENINO","DURANGO","NO FELIZ"
"2942",37,"MASCULINO","CHIHUAHUA","FELIZ"
"2943",31,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2944",19,"MASCULINO","SONORA","FELIZ"
"2945",37,"MASCULINO","SONORA","FELIZ"
"2946",32,"FEMENINO","DURANGO","NO FELIZ"
"2947",40,"FEMENINO","NUEVO LEÓN","FELIZ"
"2948",59,"MASCULINO","CHIHUAHUA","FELIZ"
"2949",53,"MASCULINO","TAMAULIPAS","FELIZ"
"2950",38,"MASCULINO","COAHUILA","FELIZ"
"2951",28,"MASCULINO","CHIHUAHUA","FELIZ"
"2952",60,"FEMENINO","NUEVO LEÓN","FELIZ"
"2953",21,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2954",28,"FEMENINO","COAHUILA","FELIZ"
"2955",54,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2956",21,"FEMENINO","SONORA","FELIZ"
"2957",63,"MASCULINO","SONORA","NO FELIZ"
"2958",23,"FEMENINO","DURANGO","NO FELIZ"
"2959",51,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2960",63,"FEMENINO","CHIHUAHUA","FELIZ"
"2961",18,"MASCULINO","COAHUILA","NO FELIZ"
"2962",34,"MASCULINO","COAHUILA","NO FELIZ"
"2963",34,"MASCULINO","SONORA","FELIZ"
"2964",33,"MASCULINO","DURANGO","NO FELIZ"
"2965",51,"MASCULINO","DURANGO","FELIZ"
"2966",50,"FEMENINO","SONORA","NO FELIZ"
"2967",28,"MASCULINO","TAMAULIPAS","FELIZ"
"2968",36,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"2969",55,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2970",61,"MASCULINO","TAMAULIPAS","FELIZ"
"2971",24,"MASCULINO","SONORA","FELIZ"
"2972",59,"FEMENINO","TAMAULIPAS","FELIZ"
"2973",57,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2974",51,"MASCULINO","CHIHUAHUA","NO FELIZ"
"2975",48,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"2976",38,"FEMENINO","SONORA","NO FELIZ"
"2977",36,"MASCULINO","CHIHUAHUA","FELIZ"
"2978",60,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"2979",25,"FEMENINO","DURANGO","NO FELIZ"
"2980",39,"MASCULINO","NUEVO LEÓN","FELIZ"
"2981",53,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"2982",63,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2983",44,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2984",29,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"2985",26,"FEMENINO","CHIHUAHUA","NO FELIZ"
"2986",57,"FEMENINO","TAMAULIPAS","NO FELIZ"
"2987",59,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"2988",58,"FEMENINO","COAHUILA","NO FELIZ"
"2989",26,"MASCULINO","TAMAULIPAS","NO FELIZ"
"2990",36,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"2991",54,"FEMENINO","TAMAULIPAS","FELIZ"
"2992",65,"MASCULINO","DURANGO","FELIZ"
"2993",18,"MASCULINO","SONORA","FELIZ"
"2994",40,"FEMENINO","DURANGO","FELIZ"
"2995",39,"FEMENINO","TAMAULIPAS","FELIZ"
"2996",18,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"2997",61,"MASCULINO","TAMAULIPAS","NO FELIZ"
"2998",42,"MASCULINO","DURANGO","NO FELIZ"
"2999",23,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3000",26,"FEMENINO","CHIHUAHUA","FELIZ"
"3001",43,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3002",46,"MASCULINO","COAHUILA","NO FELIZ"
"3003",26,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3004",32,"FEMENINO","NUEVO LEÓN","FELIZ"
"3005",44,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3006",31,"MASCULINO","TAMAULIPAS","FELIZ"
"3007",32,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3008",52,"MASCULINO","COAHUILA","NO FELIZ"
"3009",20,"FEMENINO","SONORA","FELIZ"
"3010",52,"MASCULINO","COAHUILA","FELIZ"
"3011",25,"FEMENINO","COAHUILA","FELIZ"
"3012",64,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3013",54,"MASCULINO","CHIHUAHUA","FELIZ"
"3014",48,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3015",27,"FEMENINO","COAHUILA","NO FELIZ"
"3016",21,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3017",52,"MASCULINO","COAHUILA","NO FELIZ"
"3018",48,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3019",24,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3020",65,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3021",45,"MASCULINO","COAHUILA","NO FELIZ"
"3022",42,"MASCULINO","DURANGO","FELIZ"
"3023",31,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3024",50,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3025",24,"FEMENINO","CHIHUAHUA","FELIZ"
"3026",47,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3027",43,"FEMENINO","NUEVO LEÓN","FELIZ"
"3028",41,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3029",32,"FEMENINO","COAHUILA","FELIZ"
"3030",51,"MASCULINO","TAMAULIPAS","FELIZ"
"3031",38,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3032",53,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3033",30,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3034",28,"MASCULINO","COAHUILA","NO FELIZ"
"3035",53,"MASCULINO","SONORA","NO FELIZ"
"3036",57,"MASCULINO","DURANGO","FELIZ"
"3037",29,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3038",45,"FEMENINO","NUEVO LEÓN","FELIZ"
"3039",51,"FEMENINO","DURANGO","FELIZ"
"3040",34,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3041",65,"FEMENINO","COAHUILA","FELIZ"
"3042",33,"MASCULINO","CHIHUAHUA","FELIZ"
"3043",56,"FEMENINO","SONORA","NO FELIZ"
"3044",33,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3045",35,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3046",31,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3047",20,"FEMENINO","SONORA","FELIZ"
"3048",37,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3049",31,"MASCULINO","NUEVO LEÓN","FELIZ"
"3050",18,"FEMENINO","CHIHUAHUA","FELIZ"
"3051",47,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3052",40,"FEMENINO","NUEVO LEÓN","FELIZ"
"3053",28,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3054",44,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3055",25,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3056",42,"MASCULINO","TAMAULIPAS","FELIZ"
"3057",21,"FEMENINO","SONORA","NO FELIZ"
"3058",58,"FEMENINO","TAMAULIPAS","FELIZ"
"3059",58,"MASCULINO","TAMAULIPAS","FELIZ"
"3060",58,"MASCULINO","DURANGO","NO FELIZ"
"3061",56,"FEMENINO","NUEVO LEÓN","FELIZ"
"3062",25,"FEMENINO","NUEVO LEÓN","FELIZ"
"3063",59,"FEMENINO","DURANGO","FELIZ"
"3064",39,"MASCULINO","SONORA","NO FELIZ"
"3065",48,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3066",29,"FEMENINO","COAHUILA","FELIZ"
"3067",30,"MASCULINO","SONORA","NO FELIZ"
"3068",33,"FEMENINO","NUEVO LEÓN","FELIZ"
"3069",62,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3070",43,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3071",21,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3072",34,"MASCULINO","COAHUILA","FELIZ"
"3073",26,"FEMENINO","NUEVO LEÓN","FELIZ"
"3074",46,"FEMENINO","SONORA","NO FELIZ"
"3075",57,"MASCULINO","SONORA","FELIZ"
"3076",63,"FEMENINO","SONORA","FELIZ"
"3077",30,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3078",20,"MASCULINO","SONORA","NO FELIZ"
"3079",19,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3080",38,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3081",53,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3082",37,"FEMENINO","NUEVO LEÓN","FELIZ"
"3083",63,"MASCULINO","COAHUILA","FELIZ"
"3084",64,"FEMENINO","NUEVO LEÓN","FELIZ"
"3085",57,"FEMENINO","DURANGO","NO FELIZ"
"3086",46,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3087",24,"MASCULINO","COAHUILA","NO FELIZ"
"3088",53,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3089",48,"FEMENINO","CHIHUAHUA","FELIZ"
"3090",31,"FEMENINO","NUEVO LEÓN","FELIZ"
"3091",21,"FEMENINO","TAMAULIPAS","FELIZ"
"3092",37,"FEMENINO","DURANGO","NO FELIZ"
"3093",64,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3094",48,"MASCULINO","SONORA","NO FELIZ"
"3095",25,"MASCULINO","SONORA","NO FELIZ"
"3096",31,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3097",26,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3098",40,"FEMENINO","DURANGO","FELIZ"
"3099",59,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3100",22,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3101",58,"FEMENINO","TAMAULIPAS","FELIZ"
"3102",49,"MASCULINO","TAMAULIPAS","FELIZ"
"3103",30,"MASCULINO","CHIHUAHUA","FELIZ"
"3104",30,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3105",27,"MASCULINO","COAHUILA","NO FELIZ"
"3106",60,"FEMENINO","DURANGO","NO FELIZ"
"3107",38,"MASCULINO","TAMAULIPAS","FELIZ"
"3108",64,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3109",48,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3110",38,"FEMENINO","DURANGO","NO FELIZ"
"3111",25,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3112",65,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3113",33,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3114",56,"MASCULINO","CHIHUAHUA","FELIZ"
"3115",56,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3116",54,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3117",46,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3118",28,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3119",27,"FEMENINO","SONORA","NO FELIZ"
"3120",43,"MASCULINO","COAHUILA","NO FELIZ"
"3121",58,"FEMENINO","CHIHUAHUA","FELIZ"
"3122",32,"FEMENINO","CHIHUAHUA","FELIZ"
"3123",20,"FEMENINO","TAMAULIPAS","FELIZ"
"3124",50,"FEMENINO","COAHUILA","NO FELIZ"
"3125",65,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3126",40,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3127",64,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3128",61,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3129",25,"FEMENINO","NUEVO LEÓN","FELIZ"
"3130",53,"FEMENINO","DURANGO","FELIZ"
"3131",54,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3132",29,"MASCULINO","SONORA","NO FELIZ"
"3133",63,"FEMENINO","SONORA","FELIZ"
"3134",34,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3135",31,"FEMENINO","DURANGO","NO FELIZ"
"3136",22,"FEMENINO","TAMAULIPAS","FELIZ"
"3137",47,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3138",49,"FEMENINO","SONORA","NO FELIZ"
"3139",45,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3140",63,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3141",58,"FEMENINO","SONORA","FELIZ"
"3142",26,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3143",28,"FEMENINO","SONORA","FELIZ"
"3144",26,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3145",60,"FEMENINO","DURANGO","NO FELIZ"
"3146",53,"FEMENINO","TAMAULIPAS","FELIZ"
"3147",44,"FEMENINO","DURANGO","FELIZ"
"3148",30,"MASCULINO","DURANGO","NO FELIZ"
"3149",30,"MASCULINO","DURANGO","NO FELIZ"
"3150",57,"FEMENINO","DURANGO","FELIZ"
"3151",37,"MASCULINO","SONORA","NO FELIZ"
"3152",49,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3153",48,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3154",36,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3155",54,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3156",54,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3157",27,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3158",47,"FEMENINO","NUEVO LEÓN","FELIZ"
"3159",22,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3160",28,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3161",62,"FEMENINO","DURANGO","NO FELIZ"
"3162",64,"MASCULINO","DURANGO","FELIZ"
"3163",35,"MASCULINO","NUEVO LEÓN","FELIZ"
"3164",41,"MASCULINO","SONORA","NO FELIZ"
"3165",42,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3166",33,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3167",31,"FEMENINO","SONORA","FELIZ"
"3168",39,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3169",53,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3170",50,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3171",65,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3172",54,"FEMENINO","CHIHUAHUA","FELIZ"
"3173",46,"FEMENINO","COAHUILA","FELIZ"
"3174",65,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3175",31,"FEMENINO","COAHUILA","NO FELIZ"
"3176",34,"MASCULINO","COAHUILA","FELIZ"
"3177",49,"FEMENINO","COAHUILA","NO FELIZ"
"3178",54,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3179",38,"MASCULINO","COAHUILA","NO FELIZ"
"3180",24,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3181",27,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3182",30,"FEMENINO","DURANGO","FELIZ"
"3183",39,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3184",36,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3185",31,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3186",30,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3187",59,"FEMENINO","COAHUILA","NO FELIZ"
"3188",25,"FEMENINO","DURANGO","FELIZ"
"3189",58,"MASCULINO","COAHUILA","FELIZ"
"3190",55,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3191",24,"FEMENINO","CHIHUAHUA","FELIZ"
"3192",57,"MASCULINO","NUEVO LEÓN","FELIZ"
"3193",52,"MASCULINO","SONORA","FELIZ"
"3194",62,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3195",45,"MASCULINO","NUEVO LEÓN","FELIZ"
"3196",28,"FEMENINO","SONORA","NO FELIZ"
"3197",48,"FEMENINO","COAHUILA","FELIZ"
"3198",56,"MASCULINO","NUEVO LEÓN","FELIZ"
"3199",60,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3200",60,"MASCULINO","NUEVO LEÓN","FELIZ"
"3201",24,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3202",30,"FEMENINO","NUEVO LEÓN","FELIZ"
"3203",57,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3204",64,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3205",50,"MASCULINO","COAHUILA","NO FELIZ"
"3206",51,"MASCULINO","TAMAULIPAS","FELIZ"
"3207",22,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3208",49,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3209",20,"FEMENINO","CHIHUAHUA","FELIZ"
"3210",51,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3211",59,"FEMENINO","DURANGO","FELIZ"
"3212",57,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3213",31,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3214",38,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3215",34,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3216",21,"FEMENINO","COAHUILA","FELIZ"
"3217",62,"MASCULINO","SONORA","NO FELIZ"
"3218",63,"FEMENINO","COAHUILA","FELIZ"
"3219",61,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3220",51,"MASCULINO","DURANGO","NO FELIZ"
"3221",62,"FEMENINO","SONORA","NO FELIZ"
"3222",43,"MASCULINO","DURANGO","FELIZ"
"3223",18,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3224",47,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3225",58,"MASCULINO","CHIHUAHUA","FELIZ"
"3226",65,"MASCULINO","DURANGO","FELIZ"
"3227",44,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3228",47,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3229",39,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3230",36,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3231",55,"MASCULINO","DURANGO","FELIZ"
"3232",41,"FEMENINO","COAHUILA","NO FELIZ"
"3233",41,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3234",23,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3235",39,"MASCULINO","SONORA","NO FELIZ"
"3236",19,"FEMENINO","SONORA","NO FELIZ"
"3237",64,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3238",44,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3239",44,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3240",21,"FEMENINO","CHIHUAHUA","FELIZ"
"3241",43,"MASCULINO","TAMAULIPAS","FELIZ"
"3242",21,"MASCULINO","CHIHUAHUA","FELIZ"
"3243",48,"FEMENINO","DURANGO","NO FELIZ"
"3244",39,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3245",20,"MASCULINO","SONORA","FELIZ"
"3246",59,"FEMENINO","SONORA","NO FELIZ"
"3247",45,"MASCULINO","COAHUILA","FELIZ"
"3248",55,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3249",21,"MASCULINO","DURANGO","FELIZ"
"3250",45,"MASCULINO","SONORA","NO FELIZ"
"3251",54,"FEMENINO","SONORA","NO FELIZ"
"3252",29,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3253",62,"MASCULINO","SONORA","NO FELIZ"
"3254",46,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3255",37,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3256",58,"FEMENINO","COAHUILA","NO FELIZ"
"3257",58,"FEMENINO","COAHUILA","FELIZ"
"3258",19,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3259",40,"MASCULINO","SONORA","NO FELIZ"
"3260",45,"FEMENINO","COAHUILA","NO FELIZ"
"3261",21,"FEMENINO","COAHUILA","NO FELIZ"
